	DO-01_S234	DO-101_S223	DO-102_S255	DO-105_S217	DO-107_S233	DO-10_S245	DO-110_S207	DO-113_S242	DO-114_S208	DO-115_S209	DO-116_S206	DO-11_S254	DO-12_S204	DO-13_S253	DO-14_S213	DO-152_S231	DO-152-star_S236	DO-153_S233	DO-154_S211	DO-154_S218	DO-156_S235	DO-157_S216	DO-158_S230	DO-159_S221	DO-15_S214	DO-15_S251	DO-161_S243	DO-162_S219	DO-16_S215	DO-17_S203	DO-18_S235	DO-19_S249	DO-200_S225	DO-202_S224	DO-203_S195	DO-206_S194	DO-209_S192	DO-20_S202	DO-211_S193	DO-21_S200	DO-23_S246	DO-28_S227	DO-2_S252	DO-30_S197	DO-31_S198	DO-35_S209	DO-35_S229	DO-37_S236	DO-39_S205	DO-3_S201	DO-44_S232	DO-46_S234	DO-47_S218	DO-48_S237	DO-49_S239	DO-50_S213	DO-51_S238	DO-53_S230	DO-54_S232	DO-55_S205	DO-55_S244	DO-58_S196	DO-59_S229	DO-5_S241	DO-60_S228	DO-61_S226	DO-63_S231	DO-68_S219	DO-69_S226	DO-6_S250	DO-70_S210	DO-71_S220	DO-72_S211	DO-73_S199	DO-74_S217	DO-77_S220	DO-78_S208	DO-79_S228	DO-7_S222	DO-81_S227	DO-83_S248	DO-84_S221	DO-85_S225	DO-86_S216	DO-87_S224	DO-88_S212	DO-8_S247	DO-93_S223	DO-98_S210	DO-98_S215	DO-99_S240	DO-a_S214	DO-ne-35_S212	DO-ne-45_S206	DO-np-35_S222	DO-np-45_S207	ASV
ASV_60	0	8	3	0	0	13	16	8	6	1	64	4	40	3	0	0	0	3	0	3	0	0	0	7	0	1	6	19	0	50	0	28	0	0	0	0	0	17	0	23	25	0	10	5	31	0	2	13	61	9	0	4	0	0	3	0	10	2	4	0	2	29	0	2	0	7	2	0	0	17	0	0	14	87	3	25	0	0	5	1	41	0	0	4	0	9	37	0	0	36	5	3	0	0	0	0	ASV_60
ASV_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_61
ASV_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	ASV_63
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	4	0	0	0	0	0	44	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	474	56	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2	0	6	1	0	78	0	0	45	0	0	0	0	0	0	0	0	0	0	0	ASV_64
ASV_65	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_65
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	162	0	0	0	0	0	30	0	52	0	0	4	8	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_68
ASV_70	0	6	6	0	0	2	0	30	2	12	46	6	6	0	0	0	0	0	0	4	4	0	0	17	0	13	5	0	0	21	0	9	0	0	0	0	0	5	0	11	31	0	0	25	31	0	1	21	16	0	0	2	0	0	0	7	15	0	0	0	8	60	0	0	0	29	6	0	0	33	11	0	10	96	15	21	0	0	27	11	34	0	0	1	0	22	12	0	0	1	3	6	0	0	0	0	ASV_70
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	ASV_71
ASV_72	1	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	69	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	23	0	0	5	0	0	0	2	0	0	0	0	0	0	0	ASV_72
ASV_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_73
ASV_75	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	251	0	0	0	2	0	171	0	0	0	0	0	0	0	0	ASV_75
ASV_76	42	2	0	0	0	1	0	0	8	0	0	0	0	2	0	106	18	7	0	0	0	0	110	0	0	0	0	0	0	0	23	0	0	0	0	0	0	10	0	5	0	41	0	14	0	0	0	0	0	0	67	2	0	0	0	2	0	0	0	0	0	17	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	119	0	1	0	0	0	0	0	0	4	0	0	0	0	ASV_76
ASV_77	51	0	0	0	0	0	0	6	0	0	0	0	0	4	3	22	0	0	0	0	0	0	0	0	3	0	0	0	1	0	36	0	2	1	5	0	0	0	0	2	0	19	16	0	0	0	0	0	0	8	135	0	0	0	0	0	0	0	0	0	0	0	115	28	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	7	0	0	0	1	0	205	0	0	0	0	0	0	0	0	ASV_77
ASV_78	0	8	2	0	0	2	15	9	19	3	54	6	20	4	0	0	0	0	0	0	2	0	0	10	0	19	1	16	0	49	0	24	0	0	0	0	0	8	0	12	13	0	0	23	19	0	11	14	40	10	0	5	0	2	0	9	21	0	2	0	0	33	0	0	4	0	0	0	0	13	1	0	37	37	4	21	0	0	7	0	28	0	0	0	0	4	19	0	0	24	0	7	0	0	0	0	ASV_78
ASV_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	128	0	0	0	83	0	53	0	34	33	91	40	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	76	0	0	0	0	0	0	4	0	ASV_79
ASV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	167	0	0	0	2	0	0	0	0	ASV_80
ASV_82	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	ASV_82
ASV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	144	32	0	0	6	0	3	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_83
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	3	0	0	112	0	0	0	134	0	5	0	77	63	70	39	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_84
ASV_85	0	0	0	104	0	0	0	64	0	0	0	0	0	0	0	80	55	0	0	0	0	0	258	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	ASV_85
ASV_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	9	0	0	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	406	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_86
ASV_87	20	0	0	0	0	3	0	0	0	0	0	2	0	2	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	12	0	202	0	0	0	0	0	5	0	4	55	17	0	0	0	0	0	0	0	0	0	67	28	0	0	0	0	0	47	0	0	0	0	3	0	0	0	90	0	0	0	0	0	0	0	0	0	18	5	0	0	6	0	0	0	0	ASV_87
ASV_89	0	0	0	0	481	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_89
ASV_90	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	20	79	28	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	79	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	22	0	0	0	0	0	0	0	0	0	0	0	ASV_90
ASV_92	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	95	0	0	0	0	0	0	0	0	3	0	0	0	4	0	46	0	2	0	1	0	0	6	0	12	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	271	47	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	38	0	0	0	0	0	0	0	0	ASV_92
ASV_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	157	2	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	34	0	0	16	0	0	0	0	0	0	0	0	0	0	18	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_93
ASV_94	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	113	114	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	33	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_94
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	10	0	0	0	32	0	0	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_95
ASV_96	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_96
ASV_98	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	33	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	5	0	0	0	0	0	0	0	0	0	72	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_98
ASV_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	50	0	0	0	77	0	0	0	29	30	139	88	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	27	0	0	0	0	0	0	0	0	ASV_99
ASV_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_100
ASV_101	0	0	0	0	0	0	0	0	4	0	0	2	103	5	11	0	0	0	0	0	0	0	0	0	15	19	0	0	26	0	41	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	39	9	0	0	0	0	34	0	0	0	0	0	0	0	0	15	0	0	32	0	0	1	0	0	0	139	0	0	0	0	0	0	0	0	ASV_101
ASV_102	0	12	7	0	0	0	0	14	0	7	9	5	8	0	0	0	0	11	0	4	0	0	0	20	0	0	10	35	0	0	0	7	0	0	0	0	0	0	0	4	19	0	1	0	0	0	6	7	5	16	0	8	0	0	12	0	30	0	1	0	6	58	0	0	9	9	14	0	0	17	2	0	6	50	12	0	0	0	37	15	24	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	ASV_102
ASV_103	0	0	0	0	0	3	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	30	0	0	0	70	0	0	0	24	27	145	102	19	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_103
ASV_104	0	0	0	0	0	0	466	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_104
ASV_105	6	0	0	0	0	0	15	0	5	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	3	0	0	0	23	0	0	0	0	0	0	0	0	178	0	0	0	3	0	0	0	0	0	0	0	42	0	0	0	0	0	3	0	0	0	0	0	0	0	0	61	0	0	0	0	145	0	0	0	0	0	0	0	0	1	0	0	0	0	ASV_105
ASV_106	194	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	37	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	ASV_106
ASV_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_108
ASV_110	0	0	0	0	0	0	0	0	0	0	0	3	0	4	10	0	0	0	0	3	0	0	0	0	9	0	0	0	8	0	10	0	0	5	9	0	0	34	0	0	0	71	0	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	ASV_110
ASV_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	8	138	179	31	0	78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_111
ASV_112	0	0	0	0	0	0	0	10	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	0	0	15	0	4	0	0	2	9	0	0	21	0	0	5	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	34	0	5	0	0	0	0	0	0	0	0	0	0	0	226	0	0	2	0	117	0	0	0	0	0	0	2	0	ASV_112
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_113
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	6	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_114
ASV_115	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_115
ASV_117	0	5	2	0	0	6	0	0	0	0	0	6	0	0	0	0	0	20	1	20	8	0	0	6	0	0	14	2	0	1	0	0	0	0	0	0	0	0	0	3	6	0	0	4	4	0	1	18	0	0	0	4	0	19	10	32	9	27	3	0	0	0	0	0	19	58	8	0	0	0	0	0	0	0	13	33	0	0	29	13	0	0	0	29	0	8	6	0	4	0	8	11	0	0	23	0	ASV_117
ASV_118	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	33	0	0	0	0	0	0	0	0	ASV_118
ASV_119	156	0	0	0	0	0	0	63	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	137	1	0	0	0	0	0	0	0	8	0	0	0	0	ASV_119
ASV_120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	255	0	0	0	0	0	0	0	0	195	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_120
ASV_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	2	0	0	255	0	0	11	0	0	0	0	0	ASV_121
ASV_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	84	0	0	0	117	0	0	0	44	39	57	18	4	0	6	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	ASV_122
ASV_123	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	9	2	0	0	0	0	0	0	99	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_123
ASV_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	454	0	2	0	0	0	0	0	0	0	0	0	0	0	ASV_124
ASV_125	147	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_125
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	1	0	0	0	0	0	0	0	108	0	0	0	133	0	0	0	0	13	52	45	13	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_127
ASV_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_129
ASV_130	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_130
ASV_131	0	18	0	0	0	0	2	19	6	0	28	0	7	0	0	0	0	6	0	6	0	0	0	6	0	0	0	9	0	12	0	1	0	0	0	0	0	7	0	16	14	0	0	0	31	0	6	6	13	6	0	5	0	6	5	0	8	11	0	0	0	11	0	0	5	12	0	0	0	16	2	0	8	46	7	12	0	0	13	0	10	0	0	3	0	5	11	0	0	6	2	10	0	0	0	0	ASV_131
ASV_132	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	5	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ASV_132
ASV_133	0	0	0	0	0	0	0	0	0	2	163	0	43	0	0	0	17	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	25	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	3	0	0	0	0	ASV_133
ASV_134	112	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	23	0	0	0	0	0	0	0	0	ASV_134
ASV_135	26	0	0	0	0	0	0	9	0	0	28	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	49	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	228	0	0	0	0	0	0	0	2	0	0	0	0	0	ASV_135
ASV_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV_136
ASV_137	0	19	0	0	0	3	11	2	0	6	0	24	0	5	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	32	0	0	0	0	0	0	0	0	4	0	0	1	1	0	11	7	57	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	33	15	0	0	0	1	0	0	0	0	0	151	0	0	0	0	2	5	0	0	4	0	0	0	0	0	0	ASV_137
