br correction factor,ID,meas_conc,br_corr,real_conc,Concentration_units,Ion,Depth_cm,Station,Core,Real_depth_cm,
0.921445783,23,233.8895,253.8288245,28.6282676,mM,Sulfate,66,CR02,GC02,69.5,
0.979638554,19,249.7265,254.9169782,28.73802374,mM,Sulfate,69,CR02,GC02,72.5,
0.994698795,22,253.0672,254.4159109,28.6874838,mM,Sulfate,72,CR02,GC02,75.5,
0.978072289,36,247.8716,253.4287115,28.38618128,mM,Sulfate,81,CR02,GC02,84.5,
0.960843373,18,242.6102,252.4971361,28.49394744,mM,Sulfate,84,CR02,GC02,87.5,
0.966310241,27,243.4476,251.9352374,28.43727179,mM,Sulfate,87,CR02,GC02,90.5,
1.003418675,21,254.6676,253.7999406,28.42362513,mM,Sulfate,90,CR02,GC02,93.5,
0.997876506,17,253.5268,254.0663083,28.45049219,mM,Sulfate,96,CR02,GC02,99.5,
0.874262048,52,220.2938,251.9768535,28.44146937,mM,Sulfate,99,CR02,GC02,102.5,
0.993057229,51,250.5808,252.3326881,28.27563136,mM,Sulfate,102,CR02,GC02,105.5,
1.022695783,47,250.7104,250.7104,28.31372911,mM,Sulfate,105,CR02,GC02,108.5,
0.994262048,48,253.676,253.676,28.31025937,mM,Sulfate,108,CR02,GC02,111.5,
0.996430723,46,251.4606,252.3613476,28.27852209,mM,Sulfate,111,CR02,GC02,114.5,
0.961490964,49,240.0548,249.6693251,28.20872155,mM,Sulfate,114,CR02,GC02,117.5,
0.845828313,50,211.1422,249.6277279,28.20452587,mM,Sulfate,123,CR02,GC02,126.5,
0.992575301,a,251.723,253.6059478,28.50492269,mM,Sulfate,5,CR03,GC04,11,
0.857153614,b,217.1474,253.3354539,28.47763944,mM,Sulfate,10,CR03,GC04,16,
0.971611446,c,244.5874,251.7337574,28.51781415,mM,Sulfate,15,CR03,GC04,21,
0.954503012,d,242.1018,253.641735,28.50853234,mM,Sulfate,20,CR03,GC04,26,
0.871370482,e,221.8102,254.5532636,28.49960872,mM,Sulfate,25,CR03,GC04,31,
0.99185241,60,251.981,254.0509027,28.54980286,mM,Sulfate,30,CR03,GC04,36,
0.839081325,64,212.1454,252.8305584,28.42671338,mM,Sulfate,35,CR03,GC04,41,
0.999563253,83,252.7638,252.8742421,28.43111952,mM,Sulfate,40,CR03,GC04,46,
0.967274096,73,245.8086,254.1250726,28.55728398,mM,Sulfate,45,CR03,GC04,51,
0.989683735,62,252.3578,254.9883272,28.64435577,mM,Sulfate,50,CR03,GC04,56,
0.989201807,68,250.7574,253.4946845,28.59456472,mM,Sulfate,55,CR03,GC04,61,
0.799563253,81,203.1966,254.1344906,28.65909847,mM,Sulfate,60,CR03,GC04,66,
0.992575301,78,252.8568,254.7482289,28.72100291,mM,Sulfate,65,CR03,GC04,71,
1.000045181,76,254.6526,254.6410951,28.71019692,mM,Sulfate,70,CR03,GC04,76,
0.981009036,77,249.7718,254.607033,28.50503214,mM,Sulfate,80,CR03,GC04,86,
0.999804217,61,255.5846,255.634649,28.50781762,mM,Sulfate,85,CR03,GC04,91,
0.999563253,f,255.0068,255.1182221,28.45572846,mM,Sulfate,90,CR03,GC04,96,
0.920286145,53,231.5456,251.6017451,28.40363424,mM,Sulfate,95,CR03,GC04,101,
0.99378012,58,250.7718,252.3413327,28.4782324,mM,Sulfate,100,CR03,GC04,106,
0.908237952,67,229.1392,252.2898317,28.27130867,mM,Sulfate,110,CR03,GC04,116,
0.799322289,69,201.1126,251.6038934,28.40385092,mM,Sulfate,110,CR03,GC04,116,
0.997153614,70,255.3772,256.1061769,28.35364897,mM,Sulfate,110,CR03,GC04,116,
1.09060241,71,280.5886,257.278544,28.47189925,mM,Sulfate,110,CR03,GC04,116,
1.113012048,72,285.2596,256.2951591,28.37271057,mM,Sulfate,115,CR03,GC04,121,
1.130843373,80,291.5204,257.7902536,28.3217835,mM,Sulfate,120,CR03,GC04,126,
1.102409639,65,282.7248,256.4607475,28.18768347,mM,Sulfate,130,CR03,GC04,136,
1.098795181,75,281.491,256.1815022,28.15951751,mM,Sulfate,135,CR03,GC04,141,
1.096144578,74,281.4418,256.7560936,28.21747342,mM,Sulfate,140,CR03,GC04,146,
1.086987952,56,278.592,256.297229,28.17119024,mM,Sulfate,150,CR03,GC04,156,
1.110843373,66,283.8548,255.5308937,28.09389418,mM,Sulfate,155,CR03,GC04,161,
1.065060241,54,268.9714,252.5410204,27.99405105,mM,Sulfate,160,CR03,GC04,166,
1.104337349,57,280.0888,253.6261226,27.90177029,mM,Sulfate,170,CR03,GC04,176,
1.00313253,59,252.8972,252.1074658,27.95032075,mM,Sulfate,175,CR03,GC04,181,
0.910361446,55,231.068,253.8200635,27.92133206,mM,Sulfate,180,CR03,GC04,186,
1.10746988,84,278.754,251.7034595,27.90957085,mM,Sulfate,195,CR03,GC04,201,
1.071325301,85,269.856,251.8898785,27.92837392,mM,Sulfate,195,CR03,GC04,201,
1.210120482,86,304.0842,251.2842354,27.86728599,mM,Sulfate,195,CR03,GC04,201,
0.769879518,87,193.5918,251.4572676,27.88473881,mM,Sulfate,195,CR03,GC04,201,
1.100240964,82,278.5872,253.2056242,27.85935691,mM,Sulfate,200,CR03,GC04,206,
0.965542169,109,302.5532,313.3505815,28.37830073,mM,Sulfate,5,CR4.5,GC06,11,
1.018795181,103,289.7989,284.4525627,28.38858701,mM,Sulfate,10,CR4.5,GC06,16,
0.996626506,126,296.9019,297.9068871,28.5352768,mM,Sulfate,15,CR4.5,GC06,21,
1.040722892,123,297.7465,297.7465,28.61996398,mM,Sulfate,20,CR4.5,GC06,26,
0.988433735,113,279.3673,282.6363469,28.50798888,mM,Sulfate,25,CR4.5,GC06,31,
0.97253012,89,288.1179,296.2560171,28.57049164,mM,Sulfate,30,CR4.5,GC06,36,
0.961445783,125,273.8998,284.8832506,28.53289271,mM,Sulfate,35,CR4.5,GC06,41,
1.002650602,117,286.1049,285.3485544,28.57982538,mM,Sulfate,40,CR4.5,GC06,46,
1.003373494,107,287.5903,286.6233778,28.50668075,mM,Sulfate,45,CR4.5,GC06,51,
0.898795181,97,272.1485,302.792567,28.52374595,mM,Sulfate,50,CR4.5,GC06,56,
0.999277108,90,295.8284,296.0424066,28.64981046,mM,Sulfate,55,CR4.5,GC06,61,
0.917831325,119,270.9855,295.2454253,28.67028786,mM,Sulfate,65,CR4.5,GC06,71,
0.998795181,111,297.9946,298.3540627,28.68124552,mM,Sulfate,70,CR4.5,GC06,76,
0.983855422,102,287.509,292.2268797,28.56755271,mM,Sulfate,75,CR4.5,GC06,81,
1.025301205,112,301.46,294.0209166,28.44591377,mM,Sulfate,80,CR4.5,GC06,86,
0.984698795,118,285.5551,289.9923321,28.44303061,mM,Sulfate,85,CR4.5,GC06,91,
0.958313253,108,284.1373,296.4973083,28.39310026,mM,Sulfate,90,CR4.5,GC06,96,
0.982168675,124,290.9474,296.2295658,28.36609453,mM,Sulfate,95,CR4.5,GC06,101,
0.979879518,100,283.70485,289.53034,28.39643199,mM,Sulfate,100,CR4.5,GC06,106,
0.988433735,92,287.4351,290.7985531,28.32262063,mM,Sulfate,105,CR4.5,GC06,111,
0.973012048,93,287.02065,294.9815992,28.34108349,mM,Sulfate,105,CR4.5,GC06,111,
0.961566265,94,279.67285,290.8513538,28.32794635,mM,Sulfate,105,CR4.5,GC06,111,
0.985783133,95,284.527,288.6304204,28.305662,mM,Sulfate,105,CR4.5,GC06,111,
0.917349398,114,272.69545,297.2645436,28.36962255,mM,Sulfate,110,CR4.5,GC06,116,
0.977831325,98,285.20695,291.6729528,28.30995201,mM,Sulfate,115,CR4.5,GC06,121,
0.933253012,104,272.3813,291.8622244,28.3290428,mM,Sulfate,120,CR4.5,GC06,126,
0.956506024,120,278.9248,291.6079909,28.30339966,mM,Sulfate,125,CR4.5,GC06,131,
0.925542169,122,267.50475,289.0249186,28.14372378,mM,Sulfate,130,CR4.5,GC06,136,
0.974819277,106,283.22575,290.5418026,28.29672361,mM,Sulfate,135,CR4.5,GC06,141,
0.748192771,105,219.9398,293.9614074,28.13731775,mM,Sulfate,140,CR4.5,GC06,146,
0.934819277,116,272.31545,291.3027755,28.17174969,mM,Sulfate,145,CR4.5,GC06,151,
0.994819277,110,286.6224,288.1150442,28.0519497,mM,Sulfate,150,CR4.5,GC06,156,
0.986385542,96,284.8153,288.746426,28.11563375,mM,Sulfate,155,CR4.5,GC06,161,
0.985903614,121,283.81875,287.876772,28.02791648,mM,Sulfate,160,CR4.5,GC06,166,
0.98060241,115,277.1428,282.6250448,28.00252614,mM,Sulfate,165,CR4.5,GC06,171,
0.933614458,91,271.99795,291.3386224,27.87277171,mM,Sulfate,170,CR4.5,GC06,176,
0.838674699,101,239.03535,285.0155732,27.94105205,mM,Sulfate,175,CR4.5,GC06,181,
0.99253012,127,286.15905,288.3127112,27.97102275,mM,Sulfate,175,CR4.5,GC06,181,
1.007951807,128,286.82405,284.5612736,27.89522933,mM,Sulfate,175,CR4.5,GC06,181,
0.976385542,129,280.00255,286.7745761,27.91674399,mM,Sulfate,175,CR4.5,GC06,181,
0.984216867,99,273.50585,277.891854,27.82770861,mM,Sulfate,180,CR4.5,GC06,186,
